City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,ribadeo,43.5325,-7.0991,9.38,94,39,1.59,ES,1707093545
363,aswan,24.0934,32.907,11.61,30,0,2.57,EG,1707093545
364,ranchettes,41.2186,-104.7903,0.81,67,0,0.89,US,1707093546
365,tamiahua,21.2667,-97.45,20.91,85,0,3.36,MX,1707093546
366,lorengau,-2.0226,147.2712,29.83,72,100,1.3,PG,1707093547
367,bardai,11.65,7.2333,17.6,17,59,6.33,NG,1707093548
368,hadibu,12.65,54.0333,24.5,79,36,4.22,YE,1707093548
369,nalut,30.3333,10.85,8.53,69,0,3.38,LY,1707093549
370,kodinsk,58.6881,99.1844,-12.08,97,99,1.85,RU,1707093550
371,santana,-0.0583,-51.1817,28.1,83,0,4.12,BR,1707093550
372,pisco,-13.7,-76.2167,25.03,78,75,7.2,PE,1707093551
373,san pedro,14.35,121.0167,28.51,79,20,3.13,PH,1707093545
374,carutapera,-1.195,-46.02,26.26,87,46,3.35,BR,1707093553
375,afaahiti,-17.75,-149.2833,27.93,74,100,6.4,PF,1707093381
376,mananara,-16.1667,49.7667,23.62,94,49,1.85,MG,1707093554
377,hami,42.8,93.45,-6.31,66,9,2.03,CN,1707093554
378,bei'an,24.5399,109.533,6.13,80,100,2.94,CN,1707093555
379,ulladulla,-35.35,150.4667,24.32,72,100,0.77,AU,1707093556
380,malax,62.9423,21.5731,-6.03,86,0,1.03,FI,1707093556
381,taulaga,-11.0553,-171.0883,28.98,79,99,11.3,AS,1707093557
382,glubokoye,50.1456,82.3114,-13.63,92,98,1.58,KZ,1707093558
383,new norfolk,-42.7826,147.0587,20.72,43,2,4.76,AU,1707093374
384,celestun,20.8667,-90.4,22.81,83,1,4.3,MX,1707093559
385,selfoss,63.9331,-20.9971,-11.09,81,98,4.43,IS,1707093559
386,klaksvik,62.2266,-6.589,-0.49,53,100,4.54,FO,1707093560
387,san juan del sur,11.2529,-85.8705,26.0,77,55,4.61,NI,1707093561
388,uturoa,-16.7333,-151.4333,27.58,78,100,5.07,PF,1707093460
389,sumbe,-11.2061,13.8437,26.95,82,100,2.07,AO,1707093562
390,khandyga,62.6667,135.6,-38.96,98,61,0.58,RU,1707093563
391,ta`u,-14.2336,-169.5144,28.23,81,100,10.32,AS,1707093563
392,igarka,67.4667,86.5833,-15.08,95,100,5.48,RU,1707093564
393,whangarei,-35.7317,174.3239,26.6,38,0,1.52,NZ,1707093564
394,araguaina,-7.1911,-48.2072,24.42,85,39,1.37,BR,1707093565
395,nieuw amsterdam,5.8833,-55.0833,28.09,78,20,2.57,SR,1707093448
396,sen monorom,12.45,107.2,23.68,55,5,0.72,KH,1707093566
397,coahuayana de hidalgo,18.7,-103.6583,21.55,75,0,1.71,MX,1707093567
398,rio grande,-32.035,-52.0986,26.06,87,75,6.31,BR,1707093493
399,kolonia,50.9333,6.95,12.16,81,100,9.26,DE,1707093426
400,praia da vitoria,38.7333,-27.0667,17.14,94,75,6.79,PT,1707093569
401,oamaru,-45.0784,170.9801,27.43,58,75,4.26,NZ,1707093569
402,moranbah,-22.0016,148.0466,30.85,42,99,3.41,AU,1707093570
403,ola,59.5833,151.2833,-16.59,74,99,4.47,RU,1707093570
404,mountain home,43.133,-115.6912,6.9,46,20,9.77,US,1707093387
405,madison,34.7334,-86.5667,6.38,94,100,8.49,US,1707093571
406,kailua-kona,19.6406,-155.9956,26.27,63,75,4.63,US,1707093572
407,barcelos,41.5388,-8.6151,13.84,87,100,1.23,PT,1707093573
408,tolanaro,-25.0319,46.9987,24.04,88,75,9.26,MG,1707093573
409,shingu,33.7333,135.9833,7.5,96,100,4.41,JP,1707093574
410,labuan,5.2767,115.2417,27.2,88,20,1.54,MY,1707093574
411,urangan,-25.3,152.9,28.19,64,82,2.83,AU,1707093575
412,macau,22.2006,113.5461,17.89,94,40,4.63,MO,1707093575
413,awjilah,29.1081,21.2869,11.53,65,3,3.9,LY,1707093576
414,shihezi,44.3,86.0333,-14.03,91,99,1.33,CN,1707093554
415,troitsko-pechorsk,62.7084,56.1964,-21.84,92,17,2.68,RU,1707093577
416,thakhek,17.4103,104.8307,24.06,67,0,1.62,LA,1707093578
417,arvayheer,46.2639,102.775,-16.04,84,88,3.6,MN,1707093578
418,valle aurina - ahrntal,46.9962,11.9799,2.22,70,6,2.61,IT,1707093579
419,nguigmi,14.2495,13.1092,18.1,22,17,7.2,NE,1707093580
420,dalandzadgad,43.5708,104.425,-14.09,94,97,3.96,MN,1707093580
421,nagqu,31.5,92.0,-9.19,28,40,6.14,CN,1707093581
422,deschutes river woods,43.9915,-121.3584,0.66,88,100,2.57,US,1707093581
423,taikang,46.8333,124.4167,-17.8,81,100,1.66,CN,1707093582
424,nemuro,43.3236,145.575,-6.51,68,65,5.4,JP,1707093583
425,nova sintra,14.8667,-24.7167,21.27,69,0,5.64,CV,1707093583
426,port-vila,-17.7338,168.3219,30.78,79,75,1.03,VU,1707093584
427,akureyri,65.6835,-18.0878,-17.04,92,91,1.54,IS,1707093584
428,flin flon,54.7682,-101.865,-5.09,93,100,2.57,CA,1707093585
429,touros,-5.1989,-35.4608,27.25,75,5,6.14,BR,1707093412
430,malindi,-3.2175,40.1191,26.79,82,96,3.09,KE,1707093586
431,huangmei,30.1924,116.025,0.49,90,87,1.65,CN,1707093586
432,merizo village,13.2658,144.6691,28.32,77,20,10.34,GU,1707093587
433,bhag,29.0415,67.8239,14.07,39,5,3.18,PK,1707093588
434,sterling,39.0062,-77.4286,7.1,58,0,0.0,US,1707093588
435,bhimunipatnam,17.8833,83.4333,20.73,86,0,0.81,IN,1707093589
436,reggane,26.7158,0.1714,14.79,36,0,7.54,DZ,1707093589
437,barah,13.7,30.3667,16.39,19,0,5.32,SD,1707093590
438,east ballina,-28.8667,153.5833,30.44,58,68,4.91,AU,1707093591
439,villa la angostura,-40.7617,-71.6463,14.95,55,0,2.74,AR,1707093591
440,san patricio,28.017,-97.5169,21.97,55,0,4.04,US,1707093592
441,karaidel',55.8337,56.9069,-3.3,95,100,4.86,RU,1707093593
442,waat,51.1454,6.4958,11.62,89,100,5.14,DE,1707093593
443,hasaki,35.7333,140.8333,5.16,63,100,5.54,JP,1707093594
444,flekkefjord,58.2971,6.6607,4.97,79,98,7.88,NO,1707093594
445,zakynthos,37.7914,20.8953,8.69,73,5,2.58,GR,1707093595
446,punto fijo,11.6956,-70.1996,26.99,78,31,6.2,VE,1707093595
447,black point,-34.6187,137.8972,19.71,59,99,9.27,AU,1707093596
448,zhangjiakou,40.81,114.8794,-6.39,93,98,0.32,CN,1707093554
449,fortuna,40.5982,-124.1573,12.19,95,20,0.45,US,1707093597
450,torbat-e heydariyeh,35.274,59.2195,-0.03,68,7,1.04,IR,1707093598
451,amble,55.3333,-1.5833,11.42,82,75,13.89,GB,1707093598
452,kontcha,7.9667,12.2333,19.62,23,100,0.99,CM,1707093599
453,vuktyl,63.8567,57.3094,-26.05,99,99,1.79,RU,1707093599
454,hiratacho,35.4333,132.8167,5.01,93,75,12.35,JP,1707093600
455,lagoa,39.05,-27.9833,16.22,90,100,10.75,PT,1707093601
456,tavda,58.0425,65.2726,-22.39,100,100,1.34,RU,1707093602
457,nogliki,51.8333,143.1667,-19.81,89,4,3.58,RU,1707093603
458,sandakan,5.8402,118.1179,25.82,100,40,0.0,MY,1707093604
459,bay roberts,47.5999,-53.2648,1.7,96,100,7.15,CA,1707093605
460,bikenibeu village,1.3673,173.1241,30.98,79,75,4.63,KI,1707093606
461,inarajan village,13.2736,144.7484,28.55,77,26,10.54,GU,1707093607
462,rexburg,43.826,-111.7897,2.73,60,100,2.57,US,1707093607
463,nova milanese,45.5904,9.1995,11.85,85,0,0.51,IT,1707093608
464,lhokseumawe,5.1801,97.1507,26.3,79,100,1.06,ID,1707093609
465,sovetskaya gavan',48.9723,140.2878,-18.83,89,1,2.02,RU,1707093610
466,mil'kovo,55.6078,37.7956,-1.12,97,94,3.37,RU,1707093610
467,port antonio,18.18,-76.4612,27.95,81,12,2.27,JM,1707093611
468,baiti,13.745,-14.7482,26.41,12,0,4.11,SN,1707093611
469,maceio,-9.6658,-35.7353,26.69,94,40,1.54,BR,1707093612
470,mulanje,-16.0316,35.5,20.87,86,73,1.51,MW,1707093613
471,xinyuan,37.3,99.0,-19.18,59,5,2.14,CN,1707093614
472,puerto leguizamo,-0.1934,-74.7819,23.76,97,100,0.93,CO,1707093615
473,dakhla,23.6848,-15.958,20.3,37,81,5.76,EH,1707093616
474,harper,4.375,-7.7169,26.86,83,97,2.17,LR,1707093618
475,bhatapara,21.7333,81.9333,17.86,48,0,0.78,IN,1707093619
476,belaya kalitva,48.17,40.78,1.55,93,100,4.28,RU,1707093620
477,pombas,17.1503,-25.0201,21.88,62,0,3.15,CV,1707093621
478,kuytun,54.3419,101.5036,-23.4,99,76,2.16,RU,1707093622
479,jinghong,21.991,100.7341,15.15,60,0,0.61,CN,1707093622
480,sola,-13.8833,167.55,30.37,74,75,2.06,VU,1707093623
481,new plymouth,-39.0667,174.0833,21.1,64,0,5.14,NZ,1707093624
482,eyl,7.9803,49.8164,25.29,68,100,6.81,SO,1707093625
483,nikolayevsk-on-amure,53.1406,140.73,-17.71,85,12,2.2,RU,1707093626
484,san sebastian de la gomera,28.0916,-17.1133,22.2,14,0,2.57,ES,1707093627
485,nova vicosa,-17.8919,-39.3719,25.25,85,100,3.34,BR,1707093627
486,rapar,23.5667,70.6333,20.4,81,0,3.7,IN,1707093628
487,tayoltita,24.0833,-105.9333,15.05,40,0,0.92,MX,1707093629
488,istgah-e rah ahan-e garmsar,35.2346,52.3094,4.12,45,0,2.94,IR,1707093629
489,miyazu,35.5333,135.1833,0.11,98,100,2.46,JP,1707093630
490,inhambane,-23.865,35.3833,24.67,88,2,1.86,MZ,1707093631
491,sheffield,53.383,-1.4659,10.98,73,100,3.58,GB,1707093344
492,ilebo,-4.3167,20.5833,22.04,98,100,0.82,CD,1707093632
493,bratsk,56.1325,101.6142,-16.73,97,90,2.96,RU,1707093633
494,shalkar,47.8288,59.6258,0.88,99,100,6.48,KZ,1707093634
495,nikolayevka,53.1257,47.2041,-1.45,91,80,6.07,RU,1707093635
496,taoudenni,22.6783,-3.9836,15.88,25,46,5.89,ML,1707093635
497,brokopondo,4.75,-55.1667,27.32,76,99,3.84,SR,1707093636
498,luau,-10.7073,22.2247,18.79,99,100,1.59,AO,1707093637
499,khao wong,16.7001,104.0902,26.84,58,12,1.04,TH,1707093638
500,figuig (centre),32.1089,-1.2286,6.55,60,3,1.07,MA,1707093638
501,ypsonas,34.6884,32.9574,15.47,71,100,2.57,CY,1707093639
502,geraldton,-28.7667,114.6,23.23,40,5,4.63,AU,1707093640
503,bairnsdale,-37.8333,147.6167,23.92,69,100,1.34,AU,1707093641
504,tamanrasset,22.785,5.5228,8.54,22,0,8.59,DZ,1707093642
505,vila franca do campo,37.7167,-25.4333,18.27,99,72,3.93,PT,1707093642
506,anna regina,7.2644,-58.5077,25.95,88,14,3.62,GY,1707093643
507,mawlamyinegyunn,16.3833,95.2667,19.08,64,5,2.88,MM,1707093644
508,karacabey,40.2152,28.4038,6.21,76,79,2.16,TR,1707093645
509,uthal,25.8072,66.6219,19.23,82,0,1.63,PK,1707093646
510,northwest harborcreek,42.1494,-79.9946,1.06,91,0,0.0,US,1707093647
511,vila velha,-20.3297,-40.2925,26.08,86,0,0.89,BR,1707093647
512,ihosy,-22.4,46.1167,19.17,96,100,2.59,MG,1707093648
513,turriff,57.5384,-2.4593,6.29,95,100,2.44,GB,1707093649
514,scarborough,54.2797,-0.4044,10.92,80,100,6.26,GB,1707093147
515,pariaman,-0.619,100.12,25.03,76,94,1.31,ID,1707093650
516,talcahuano,-36.7167,-73.1167,15.82,88,75,5.14,CL,1707093651
517,montepuez,-13.1256,38.9997,21.36,99,100,1.36,MZ,1707093652
518,archangelos,36.2149,28.1149,12.99,71,0,5.26,GR,1707093653
519,sur,22.5667,59.5289,20.47,66,0,1.56,OM,1707093654
520,kabalo,-6.05,26.9167,21.44,96,100,0.79,CD,1707093654
521,moyale,3.5167,39.0584,23.17,44,46,4.73,KE,1707093655
522,balakhta,55.38,91.6,-7.83,89,100,2.44,RU,1707093655
523,aykhal,66.0,111.5,-26.86,99,100,3.32,RU,1707093656
524,nata,8.3333,-80.5167,25.99,84,100,1.3,PA,1707093657
525,loango,-4.6719,11.8312,26.15,86,100,0.86,CG,1707093657
526,nuku'alofa,-21.1333,-175.2,30.19,79,20,7.2,TO,1707093414
527,coxim,-18.5067,-54.76,25.79,55,100,2.02,BR,1707093658
528,guozhen,34.3659,107.359,-2.18,88,98,0.66,CN,1707093659
529,malanje,-9.5402,16.341,17.29,93,99,0.67,AO,1707093660
530,ad dabbah,18.05,30.95,14.12,26,100,4.64,SD,1707093661
531,vorkuta,67.5,64.0,-17.16,96,100,1.03,RU,1707093661
532,wynyard,-41.0,145.7167,21.02,41,69,5.47,AU,1707093662
533,santa rosalia,27.3167,-112.2833,15.37,61,0,0.15,MX,1707093663
534,richards bay,-28.783,32.0377,22.86,93,100,2.64,ZA,1707093664
535,pierre,44.3683,-100.351,1.59,96,100,1.54,US,1707093545
536,colonia,50.9333,6.95,12.16,81,100,9.26,DE,1707093429
537,kabinda,-6.1333,24.4833,19.14,98,100,1.26,CD,1707093666
538,panaba,21.2833,-88.2667,20.61,91,19,3.71,MX,1707093666
539,santa terezinha,-29.9002,-50.0904,22.93,91,100,2.51,BR,1707093667
540,cooper's town,26.8667,-77.5167,21.15,76,93,4.36,BS,1707093668
541,smithers,54.7804,-127.1743,-3.82,63,0,1.03,CA,1707093619
542,cockburn town,21.4612,-71.1419,25.38,76,2,5.94,TC,1707093505
543,usogorsk,63.4106,48.6872,-19.07,97,100,3.73,RU,1707093670
544,dryden,49.7833,-92.7503,1.16,100,100,1.03,CA,1707093551
545,kayangel,8.0823,134.7173,27.76,79,100,8.09,PW,1707093671
546,conception bay south,47.4999,-52.9981,1.36,97,100,10.34,CA,1707093480
547,cide,41.8921,33.0044,8.08,88,100,5.43,TR,1707093672
548,nabire,-3.3667,135.4833,29.62,71,80,0.78,ID,1707093673
549,zapala,-38.8992,-70.0544,23.1,19,0,3.53,AR,1707093636
550,race,46.4519,15.6814,7.58,86,45,1.54,SI,1707093675
551,vilhena,-12.7406,-60.1458,20.23,98,98,1.29,BR,1707093676
552,myrina,39.8797,25.0742,9.58,76,20,0.0,GR,1707093677
553,kunwi,36.2347,128.5728,6.61,97,100,4.68,KR,1707093678
554,santiago de cao,-7.9589,-79.2392,25.07,73,75,4.12,PE,1707093679
555,changsha,28.2,112.9667,0.09,92,100,2.47,CN,1707093680
556,teknaf,20.8624,92.3058,17.08,71,2,3.26,BD,1707093681
557,borogontsy,62.6683,131.1683,-37.32,100,80,1.24,RU,1707093682
558,destin,30.3935,-86.4958,12.03,84,0,1.54,US,1707093472
559,nchelenge,-9.3451,28.734,21.58,84,100,0.74,ZM,1707093684
560,sirte,31.2089,16.5887,14.92,75,8,4.64,LY,1707093685
561,opuwo,-18.0607,13.84,20.62,84,100,2.43,NA,1707093686
562,farragut,35.8845,-84.1535,12.32,42,0,6.17,US,1707093686
563,jaisalmer,26.9147,70.9181,14.97,59,4,3.03,IN,1707093687
564,sungailiat,-1.85,106.1333,27.65,76,100,3.52,ID,1707093688
565,kruisfontein,-34.0033,24.7314,19.66,83,0,2.15,ZA,1707093689
566,araxa,-19.5933,-46.9406,21.98,68,0,3.09,BR,1707093689
567,laguna,38.421,-121.4238,16.99,67,0,19.03,US,1707093691
